pyroCb_id,time,pixel_latitude,pixel_longitude,latitude_vegetation,longitude_vegetation,cvh,cvl,tvh,tvl,dist_km,fire_proxy,cloud_height_proxy,raw_fire_bt,raw_cloud_bt,simulated_green,t2m,sp,u10,v10,z,blh,cape,tp,cin,slhf,sshf,fg10,wind_speed10,wind_dir_deg,cin_filled,injection_potential,PII,capped_flag,elevation,slope,aspect_sin,aspect_cos,tpi,tri,rh_650,rh_750,rh_850,u_250,v_250,step,age_h,hour_utc,doy,diurnal_sin,diurnal_cos,season_sin,season_cos,wind250,wind_dir250,dir_shear_deg,speed_shear,gust_factor,ventilation,bowen,net_hflux,buoy_forcing,trigger_idx,rh_colmean,rh_lapse,dry_air_entrain,upslope_idx,d_fire_proxy,d_cloud_height_proxy,d_raw_cloud_bt,d_raw_fire_bt,d_blh,d_cape,d_ventilation,phase,phase_name,dry_spell,y_fire_proxy_p1,y_chp_p1,y_cbt_chg_p1,y_intensify_p1,y_pii_p1
181,2021-06-19 00:00:00,37.71200303,-113.7922025,37.75,-113.75,0.13192701,0.868073,3,11,1.500639229,-96.01058,-2.2166443,169.1527,0.76021904,96.7708,309.13623,82530.0,2.8200836,-2.8925934,16898.396,4051.0835,0.0,0.0,,-19875.0,-633775.0,9.088568,4.039798025732539,135.72720415112457,0.0,-0.032440736,-0.456817016,0.0,1626.0,1.0,0.0,1.0,-3.108108,0.44444445,19.89665985107422,11.036527633666992,7.515476226806641,11.368118286132812,5.775680541992188,11,66.0,0,170,0.0,1.0,0.21547731504673012,-0.976508846196619,12.75118030186439,243.06672053610248,107.33951638497791,8.71138227613185,2.2497580181256622,16365.559125377666,-31.88805031446541,-653650.0,0.0,0.0,12.816221237182617,-12.381183624267578,80.10334014892578,0.716024261998961,-1.07019600000001,1.9967041,-0.12984116,-56.41101999999998,-711.2044999999994,0.0,5380.9068245609,1,mature,8.0,-95.67748,-2.029251,-0.35980075999999994,1.0,-0.185810945
181,2021-06-19 06:00:00,37.71200303,-113.7922025,37.75,-113.75,0.13192701,0.868073,3,11,1.500639229,-95.67748,-2.029251,-0.01314507,0.40041828,96.0779,301.65552,82622.5,1.4988098,-1.4419556,16898.396,265.6533,0.0,0.0,,-2910.0,122840.0,8.108722,2.0798237350668445,133.89243122010413,0.0,-0.330699906,-0.185810945,0.0,1626.0,1.0,0.0,1.0,-3.108108,0.44444445,20.10595703125,13.82336711883545,12.617897987365724,16.816635131835938,0.692840576171875,12,72.0,6,170,1.0,6.123233995736766e-17,0.21547731504673012,-0.976508846196619,16.830901497581433,267.6407644730826,133.74833325297845,14.751077762514589,3.8987544296581413,552.5120386388329,42.213058419243985,119930.0,0.0,0.0,15.515740712483725,-7.488059043884276,79.89404296875,0.6933066373308104,0.33310000000000173,0.1873933000000001,-0.35980075999999994,-169.16584507000002,-3785.4302000000002,0.0,-15813.047086738832,0,growth,8.0,-94.727745,-2.617485,0.009386089999999958,0.0,-0.188665757
181,2021-06-19 12:00:00,37.71200303,-113.7922025,37.75,-113.75,0.13192701,0.868073,3,11,1.500639229,-94.727745,-2.617485,0.066151045,0.40980437,95.13755,295.56592,82594.5,1.0464935,-2.237732,16898.396,36.8883,0.0,0.0,,-3023.0,19447.0,3.2045345,2.470342719010107,154.9364777547537,0.0,-0.322024539,-0.188665757,0.0,1626.0,1.0,0.0,1.0,-3.108108,0.44444445,24.09286499023437,15.495097160339355,18.345054626464844,19.038238525390625,-0.180023193359375,13,78.0,12,170,1.2246467991473532e-16,-1.0,0.21547731504673012,-0.976508846196619,19.039089644723433,270.5417655512565,115.60528779650281,16.568746925713327,1.2972023984121892,91.12674332166054,6.433013562686074,16424.0,0.0,0.0,19.31100559234619,-5.747810363769528,75.90713500976562,0.9058386849646042,0.949735000000004,-0.5882339999999999,0.009386089999999958,0.079296115,-228.765,0.0,-461.38529531717234,1,mature,8.0,-94.474045,-7.4262314,0.55065158,0.0,-0.699550199
181,2021-06-19 18:00:00,37.71200303,-113.7922025,37.75,-113.75,0.13192701,0.868073,3,11,1.500639229,-94.474045,-7.4262314,244.86438,0.96045595,95.4345,307.28662,82631.25,1.0010986,0.2597046,16898.396,4230.6084,4.25,0.0,,-37937.0,-899564.0,6.4030304,1.034236378292274,75.45693692590942,0.0,0.029675693,-0.699550199,0.0,1626.0,1.0,0.0,1.0,-3.108108,0.44444445,26.29170227050781,14.198512077331545,9.20641803741455,22.41075134277344,-3.576156616210937,14,84.0,18,170,-1.0,-1.8369701987210297e-16,0.21547731504673012,-0.976508846196619,22.69428720826655,279.0664351541559,156.39050177175352,21.660050829974278,6.191070566066,4375.4491095888725,-23.7120489232148,-937501.0,4.25,4.25,16.56554412841797,-17.085284233093258,73.70829772949219,-0.25110758570378566,0.25369999999999493,-4.8087464,0.55065158,244.798228955,4193.7201000000005,4.25,4284.322366267212,2,decay,8.0,-95.69172,-3.7460175,-0.17833604999999997,1.0,-0.494952014
181,2021-06-20 00:00:00,37.71200303,-113.7922025,37.75,-113.75,0.13192701,0.868073,3,11,1.500639229,-95.69172,-3.7460175,173.1353,0.7821199,96.47384,309.54346,82372.0,6.019943,0.8934326,16898.396,4786.801,4.0,1.7166138e-05,,-31024.0,-796265.0,12.897602,6.085880013111642,81.55823098887919,0.0,0.039731427,-0.494952014,0.0,1626.0,1.0,0.0,1.0,-3.108108,0.44444445,20.990447998046875,11.218741416931152,7.922014236450195,21.715057373046875,-6.062911987304688,15,90.0,0,171,0.0,1.0,0.19864794288017112,-0.9800709131432666,22.545567601648894,285.59989971534367,155.95833127353552,16.459687588537253,2.1192665600065945,29131.896532642822,-25.66609721505931,-827289.0,4.0,4.0,13.377067883809408,-13.06843376159668,79.00955200195312,-0.14680417590802874,-1.2176749999999998,3.6802139,-0.17833604999999997,-71.72908000000001,556.1926000000003,-0.25,24756.44742305395,0,growth,8.0,-95.8645,-3.4158096,-0.37075116999999996,1.0,-0.233103076
181,2021-06-20 06:00:00,37.71200303,-113.7922025,37.75,-113.75,0.13192701,0.868073,3,11,1.500639229,-95.8645,-3.4158096,-0.11931863,0.41136873,96.27587,299.6062,82401.44,1.6031952,2.0568085,16898.396,108.31586,0.25,0.0,,-2973.0,96374.0,6.039831,2.607814421114986,37.93490713240874,0.0,-0.348666831,-0.233103076,0.0,1626.0,1.0,0.0,1.0,-3.108108,0.44444445,19.84457397460937,12.555218696594238,12.20134162902832,17.610549926757812,-5.593551635742188,16,96.0,6,171,1.0,6.123233995736766e-17,0.19864794288017112,-0.9800709131432666,18.477534700942755,287.62115129459465,110.31375583781409,15.869720279827769,2.316050924136556,282.46766174347187,32.41641439623276,93401.0,0.25,0.25,14.867044766743978,-7.643232345581051,80.15542602539062,-0.7887096885983933,-0.17278000000000304,0.3302079,-0.37075116999999996,-173.25461863,-4678.485140000001,-3.75,-28849.42887089935,0,growth,8.0,-94.87309,-6.694412,0.0015643499999999921,0.0,-0.298640403
181,2021-06-20 12:00:00,37.71200303,-113.7922025,37.75,-113.75,0.13192701,0.868073,3,11,1.500639229,-94.87309,-6.694412,0.05029182,0.41293308,95.286026,295.5879,82515.94,2.1524353,0.52641296,16898.396,34.381687,0.0,0.0,,-1790.0,76641.0,5.008769,2.215871910815707,76.25714818610692,0.0,-0.326402967,-0.298640403,0.0,1626.0,1.0,0.0,1.0,-3.108108,0.44444445,19.94635009765625,12.425277709960938,16.878036499023438,14.368545532226562,-8.885360717773438,17,102.0,12,171,1.2246467991473532e-16,-1.0,0.19864794288017112,-0.9800709131432666,16.89392600305267,301.73222016904003,134.52492801706688,14.678054092236962,2.2604054754032115,76.18541446975755,42.816201117318435,74851.0,0.0,0.0,16.416554768880207,-3.0683135986328125,80.05364990234375,-0.23756470643928881,0.9914100000000019,-3.2786024,0.0015643499999999921,0.16961045,-73.934173,-0.25,-206.28224727371432,1,mature,8.0,-94.40705,-7.7231827,0.31756327,0.0,-0.538564493
181,2021-06-20 18:00:00,37.71200303,-113.7922025,37.75,-113.75,0.13192701,0.868073,3,11,1.500639229,-94.40705,-7.7231827,267.10107,0.73049635,95.13755,307.84497,82645.625,-0.4203949,-0.2864685,16898.396,3389.9568,0.0,0.0,,-30087.0,-926775.0,6.4385786,0.5087200344376659,235.72842012428003,0.0,-0.040146208,-0.538564493,0.0,1626.0,1.0,0.0,1.0,-3.108108,0.44444445,21.909912109375,14.092183113098145,9.167993545532228,14.658828735351562,-9.747482299804688,18,108.0,18,171,-1.0,-1.8369701987210297e-16,0.19864794288017112,-0.9800709131432666,17.60382546713567,303.6221748555264,67.89375473124636,17.095105432698006,12.65642822012532,1724.5389400381996,-30.80317080466647,-956862.0,0.0,0.0,15.056696256001791,-12.741918563842772,78.090087890625,0.5631162144354306,0.46604000000000667,-1.0287707,0.31756327,267.05077818,3355.575113,0.0,1648.3535255684421,2,decay,8.0,-94.175804,-4.146843,-0.06570275000000003,1.0,-0.399806316
181,2021-06-21 00:00:00,37.71200303,-113.7922025,37.75,-113.75,0.13192701,0.868073,3,11,1.500639229,-94.175804,-4.146843,178.15086,0.6647936,94.8406,309.00806,82413.81,4.8733063,1.5251465,16898.396,5193.1055,3.0,0.0,,-16721.0,-627442.0,11.093542,5.106386798909964,72.62200412839314,0.0,0.1155151182087247,-0.399806316,0.0,1626.0,1.0,0.0,1.0,-3.108108,0.44444445,17.84345817565918,10.061749458312988,6.893545150756836,15.36871337890625,-11.824615478515623,19,114.0,0,172,0.0,1.0,0.18175978759137534,-0.9833429613388902,19.391206309503367,307.57451319752465,125.04749093086849,14.284819510593405,2.1724836830551273,26518.005370546725,-37.52419113689373,-644163.0,3.0,3.0,11.599584261576334,-10.949913024902344,82.15654182434082,-0.2986742994724892,0.23124599999999873,3.5763397,-0.06570275000000003,-88.95021,1803.1486999999997,3.0,24793.466430508524,1,mature,8.0,-94.04424,-4.190666,-0.26437531999999997,0.0,-0.208269572
181,2021-06-21 06:00:00,37.71200303,-113.7922025,37.75,-113.75,0.13192701,0.868073,3,11,1.500639229,-94.04424,-4.190666,0.018573377,0.40041828,94.444664,301.05078,82533.25,2.0972748,2.8343048,16898.396,266.70587,0.0,0.0,,-2757.0,175409.0,8.650065,3.5258821996796885,36.49999442527076,0.0,-0.283704457,-0.208269572,0.0,1626.0,1.0,0.0,1.0,-3.108108,0.44444445,18.853290557861328,10.949604988098145,10.738906860351562,14.302886962890623,-7.421875,20,120.0,6,172,1.0,6.123233995736766e-17,0.18175978759137534,-0.9833429613388902,16.11386992590084,297.42513620938774,99.07485821588301,12.58798772622115,2.453305161694234,940.3734795830851,63.62314109539354,172652.0,0.0,0.0,13.513934135437012,-8.114383697509766,81.14670944213867,-0.8038569184919124,0.13156399999999735,-0.04382300000000061,-0.26437531999999997,-178.132286623,-4926.39963,-3.0,-25577.63189096364,0,growth,8.0,-92.3214,-7.155304,-0.009386119999999998,0.0,-0.243033023
181,2021-06-21 12:00:00,37.71200303,-113.7922025,37.75,-113.75,0.13192701,0.868073,3,11,1.500639229,-92.3214,-7.155304,-0.01314507,0.39103216,92.71243,295.35254,82771.44,-1.4634094,-1.7953644,16898.396,55.252728,0.0,0.0,,-1383.0,12757.0,2.8641653,2.316225464154066,219.1836277533653,0.0,-0.25141622,-0.243033023,0.0,1626.0,1.0,0.0,1.0,-3.108108,0.44444445,29.23011779785156,19.25941467285156,18.06780242919922,15.054946899414062,-3.774246215820313,21,126.0,12,172,1.2246467991473532e-16,-1.0,0.18175978759137534,-0.9833429613388902,15.520836338348879,284.0738813135025,64.89025356013721,13.204610874194813,1.2365658457373245,127.97777555757835,9.22415039768619,11374.0,0.0,0.0,22.18577829996745,-11.16231536865234,70.76988220214844,0.7751250591900838,1.722840000000005,-2.964638,-0.009386119999999998,-0.031718447,-211.453142,0.0,-812.3957040255068,1,mature,8.0,-92.04181,-1.0703278,0.378573,1.0,-0.352487756
181,2021-06-21 18:00:00,37.71200303,-113.7922025,37.75,-113.75,0.13192701,0.868073,3,11,1.500639229,-92.04181,-1.0703278,235.98633,0.76960516,92.81142,305.896,82846.06,0.7783661,3.4021149,16898.396,1978.2051,0.0,0.0,,-24760.0,-1143281.0,9.655208,3.490019996852628,12.886842124897669,0.0,-0.087013762,-0.352487756,0.0,1626.0,1.0,0.0,1.0,-3.108108,0.44444445,26.385957717895508,17.776065826416016,11.214109420776367,14.885391235351562,2.1492919921875,22,132.0,18,172,-1.0,-1.8369701987210297e-16,0.18175978759137534,-0.9833429613388902,15.039758252617043,261.7838828362002,111.10295928869749,11.549738255764414,2.7665193920686026,6903.975356875852,-46.17451534733441,-1168041.0,0.0,0.0,18.45871098836263,-15.17184829711914,73.61404228210449,-0.9748124374840538,0.2795899999999989,6.0849762,0.378573,235.99947507000002,1922.952372,0.0,6775.997581318274,2,decay,8.0,,,,,
189,2021-06-28 07:00:00,41.47398788,-122.333748,41.5,-122.25,0.47650146,0.50892174,3,1,1.712888648,-94.07653,-4.493286,-0.044863515,0.41762614,94.494156,297.90674,85251.56,-0.7132416,1.8284302,14274.158,28.6977,0.0,0.0,,-15405.0,27321.0,6.633169,1.9626182961143004,338.6900326858317,0.0,-0.303986417,-0.223690334,0.0,1213.0,5.0,0.0,1.0,8.594595,3.8888888,38.33990478515625,24.72381591796875,22.57080078125,-14.335098266601562,14.661834716796877,0,0.0,7,179,0.9659258262890683,-0.25881904510252063,0.062318379354325076,-0.998056320853012,20.505229566522615,135.64557956455974,156.95554687872806,18.542611270408315,3.3797550003139745,56.32263107639936,1.7735150925024343,11916.0,0.0,0.0,28.544840494791668,-15.76910400390625,61.66009521484375,-0.9316280214140602,,,,,,,,1,mature,1.0,-92.8038,-9.125206,-0.01407913999999999,0.0,-0.305717064
189,2021-06-28 13:00:00,41.47398788,-122.333748,41.5,-122.25,0.47650146,0.50892174,3,1,1.712888648,-92.8038,-9.125206,0.802539,0.403547,93.20735,291.40137,85250.94,-1.40625,0.58958435,14274.158,22.488789,0.0,0.0,,-16017.0,40507.0,6.087371,1.5248438504531938,292.7463541366868,0.0,-0.267936017,-0.305717064,0.0,1213.0,5.0,0.0,1.0,8.594595,3.8888888,37.9434814453125,24.052566528320312,29.815902709960938,-12.009689331054688,12.295730590820312,1,6.0,13,179,-0.2588190451025208,-0.9659258262890683,0.062318379354325076,-0.998056320853012,17.187717375803082,135.67426115001865,157.07209298666817,15.662873525349887,3.9921274550117327,34.29189161078943,2.52900043703565,24490.0,0.0,0.0,30.603983561197918,-8.127578735351562,62.0565185546875,-0.38665227906763755,1.27273000000001,-4.63192,-0.01407913999999999,0.847402515,-6.2089110000000005,0.0,-22.030739465609933,1,mature,2.0,-94.33026,-2.11689,0.5522159,1.0,-0.353735575
189,2021-06-28 19:00:00,41.47398788,-122.333748,41.5,-122.25,0.47650146,0.50892174,3,1,1.712888648,-94.33026,-2.11689,236.03455,0.9557629,95.286026,305.95728,85213.31,-0.86782837,3.094101,14274.158,2863.5356,0.0,0.0,,-486901.0,-1312367.0,11.595155,3.213500751202317,344.33234133337066,0.0,-0.080748563,-0.353735575,0.0,1213.0,5.0,0.0,1.0,8.594595,3.8888888,37.17558288574219,24.7830810546875,14.475411415100098,-16.294281005859375,7.9593505859375,2,12.0,19,179,-0.9659258262890684,0.2588190451025203,0.062318379354325076,-0.998056320853012,18.134355661224173,116.03435742267084,131.70201608930017,14.920854910021855,3.608262732056846,9201.973801694578,-2.6953466926541534,-1799268.0,0.0,0.0,25.47802511850993,-22.70017147064209,62.82441711425781,-0.9628443369251916,-1.5264600000000002,7.008316000000001,0.5522159,235.232011,2841.046811,0.0,9167.681910083787,2,decay,3.0,-94.27849,-3.217064,-0.34415719999999994,0.0,-0.218771148
189,2021-06-29 01:00:00,41.47398788,-122.333748,41.5,-122.25,0.47650146,0.50892174,3,1,1.712888648,-94.27849,-3.217064,133.46022,0.6116057,94.89009,306.2351,85133.44,-0.18032837,3.342514,14274.158,1084.0945,0.0,0.0,,-280752.0,-454438.0,14.71536,3.347374816363243,356.9118909126759,0.0,-0.223963554,-0.218771148,0.0,1213.0,5.0,0.0,1.0,8.594595,3.8888888,30.99591064453125,19.80443954467773,13.340728759765623,-12.41064453125,6.999191284179688,3,18.0,1,180,0.25881904510252074,0.9659258262890683,0.04514101777397193,-0.9989806246941579,14.248255202430311,119.42155441004661,122.5096634973707,10.900880386067069,4.396089714263762,3628.8706278579016,-1.6186456374309,-735190.0,0.0,0.0,21.380359649658203,-17.655181884765625,69.00408935546875,-0.9985478720998073,0.051769999999990546,-1.100174,-0.34415719999999994,-102.57433,-1779.4411000000002,0.0,-5573.103173836676,0,growth,4.0,-93.71344,-4.0089417,-0.22683093000000004,0.0,-0.18026909
